1	15197.7237325	15682.5392027	1.0	1.0
2	15052.2400689	15534.0518465	1.0	1.0
3	14906.0451057	15384.8009433	1.0	1.0
4	14758.350303	15233.9931769	1.0	1.0
5	14608.3965514	15080.8772493	1.0	1.0
6	14455.453879	14924.7441117	1.0	1.0
7	14298.8239348	14764.9294969	1.0	1.0
8	14137.8462193	14600.8192706	1.0	1.0
9	13971.9090068	14431.8580351	1.0	1.0
10	13800.4656001	14257.5612202	1.0	1.0
11	13623.0558	14077.5304939	1.0	1.0
12	13439.3311978	13891.4716061	1.0	1.0
13	13249.0814438	13699.2127709	1.0	1.0
14	13052.2578471	13500.720696	1.0	1.0
15	12848.9915318	13296.1110955	1.0	1.0
16	12639.6057937	13085.6517224	1.0	1.0
17	12424.6237998	12869.7583942	1.0	1.0
18	12204.7694363	12648.9862257	1.0	1.0
19	11980.9504029	12424.017044	1.0	1.0
20	11754.2068312	12195.6401198	1.0	1.0
21	11525.6195691	11964.721079	1.0	1.0
22	11296.200743	11732.1571149	1.0	1.0
23	11066.8098026	11498.8241834	1.0	1.0
24	10838.124845	11265.5283265	1.0	1.0
25	10610.6639621	11032.9739835	1.0	1.0
26	10384.8296964	10801.7557481	1.0	1.0
27	10160.9529723	10572.370087	1.0	1.0
28	9939.32625288	10345.2369492	1.0	1.0
29	9720.22488149	10120.7211634	1.0	1.0
30	9503.91811033	9899.14739606	1.0	1.0
31	9290.67092597	9680.80669534	1.0	1.0
32	9080.7379665	9465.95593108	1.0	1.0
33	8874.35248634	9254.81356944	1.0	1.0
34	8671.71498032	9047.55583412	1.0	1.0
35	8472.98582096	8844.31616925	1.0	1.0
36	8278.28385313	8645.18870119	1.0	1.0
37	8087.68998643	8450.23441832	1.0	1.0
38	7901.25322166	8259.48798711	1.0	1.0
39	7718.99666507	8072.96348152	1.0	1.0
40	7540.92217039	7890.65821511	1.0	1.0
41	7367.01339268	7712.55475801	1.0	1.0
42	7197.23775681	7538.6217989	1.0	1.0
43	7031.54806001	7368.81469591	1.0	1.0
44	6869.88426598	7203.0763926	1.0	1.0
45	6712.17570783	7041.33899678	1.0	1.0
46	6558.34359523	6883.52593416	1.0	1.0
47	6408.30355033	6729.55435732	1.0	1.0
48	6261.96789602	6579.33745956	1.0	1.0
49	6119.24752352	6432.78644739	1.0	1.0
50	5980.0532897	6289.81206783	1.0	1.0
51	5844.29698437	6150.32569868	1.0	1.0
52	5711.89195115	6014.24007124	1.0	1.0
53	5582.7534533	5881.46971378	1.0	1.0
54	5456.79886409	5751.93119753	1.0	1.0
55	5333.94774304	5625.54325118	1.0	1.0
56	5214.12184186	5502.22679171	1.0	1.0
57	5097.24506925	5381.9049049	1.0	1.0
58	4983.24343352	5264.50279713	1.0	1.0
59	4872.04497482	5149.94773249	1.0	1.0
60	4763.57969366	5038.16896342	1.0	1.0
61	4657.77947992	4929.09766005	1.0	1.0
62	4554.57804429	4822.6668409	1.0	1.0
63	4453.91085317	4718.81130651	1.0	1.0
64	4355.71506735	4617.46757642	1.0	1.0
65	4259.92948448	4518.57382997	1.0	1.0
66	4166.4944851	4422.06985054	1.0	1.0
67	4075.35198194	4327.89697322	1.0	1.0
68	3986.44537223	4235.99803556	1.0	1.0
69	3899.7194927	4146.31733108	1.0	1.0
70	3815.12057689	4058.80056537	1.0	1.0
71	3732.59621475	3973.39481443	1.0	1.0
72	3652.09531405	3890.04848506	1.0	1.0
73	3573.56806358	3808.71127715	1.0	1.0
74	3496.96589792	3729.33414755	1.0	1.0
75	3422.24146362	3651.86927552	1.0	1.0
76	3349.3485867	3576.27002962	1.0	1.0
77	3278.24224134	3502.49093571	1.0	1.0
78	3208.87851968	3430.4876463	1.0	1.0
79	3141.21460267	3360.21691087	1.0	1.0
80	3075.2087318	3291.63654725	1.0	1.0
81	3010.82018187	3224.70541393	1.0	1.0
82	2948.00923442	3159.38338321	1.0	1.0
83	2886.73715217	3095.63131531	1.0	1.0
84	2826.96615402	3033.41103309	1.0	1.0
85	2768.65939091	2972.68529769	1.0	1.0
86	2711.7809223	2913.41778474	1.0	1.0
87	2656.29569332	2855.57306136	1.0	1.0
88	2602.16951257	2799.11656371	1.0	1.0
89	2549.36903052	2744.01457527	1.0	1.0
90	2497.86171844	2690.23420559	1.0	1.0
91	2447.61584798	2637.74336972	1.0	1.0
92	2398.60047123	2586.51076815	1.0	1.0
93	2350.7854013	2536.50586726	1.0	1.0
94	2304.14119347	2487.69888033	1.0	1.0
95	2258.63912674	2440.06074904	1.0	1.0
96	2214.25118592	2393.56312539	1.0	1.0
97	2170.95004415	2348.17835418	1.0	1.0
98	2128.7090459	2303.87945587	1.0	1.0
99	2087.50219033	2260.64010991	1.0	1.0
100	2047.30411519	2218.43463851	1.0	1.0
101	2008.09008098	2177.23799076	1.0	1.0
102	1969.83595565	2137.02572722	1.0	1.0
103	1932.51819959	2097.77400488	1.0	1.0
104	1896.11385101	2059.45956246	1.0	1.0
105	1860.60051177	2022.05970613	1.0	1.0
106	1825.95633342	1985.55229558	1.0	1.0
107	1792.16000372	1949.91573039	1.0	1.0
108	1759.19073343	1915.12893682	1.0	1.0
109	1727.02824342	1881.17135486	1.0	1.0
110	1695.65275217	1848.0229256	1.0	1.0
111	1665.04496346	1815.66407902	1.0	1.0
112	1635.18605452	1784.07572192	1.0	1.0
113	1606.05766432	1753.23922629	1.0	1.0
114	1577.64188228	1723.13641789	1.0	1.0
115	1549.92123716	1693.74956513	1.0	1.0
116	1522.87868628	1665.06136826	1.0	1.0
117	1496.49760498	1637.05494874	1.0	1.0
118	1470.76177639	1609.713839	1.0	1.0
119	1445.65538136	1583.02197231	1.0	1.0
120	1421.16298874	1556.96367304	1.0	1.0
121	1397.26954583	1531.52364703	1.0	1.0
122	1373.96036909	1506.68697231	1.0	1.0
123	1351.22113507	1482.43908996	1.0	1.0
124	1329.0378716	1458.76579524	1.0	1.0
125	1307.39694914	1435.65322894	1.0	1.0
126	1286.28507237	1413.08786895	1.0	1.0
127	1265.68927201	1391.05652197	1.0	1.0
128	1245.5968968	1369.54631552	1.0	1.0
129	1225.99560569	1348.54469007	1.0	1.0
130	1206.87336027	1328.03939141	1.0	1.0
131	1188.21841728	1308.01846319	1.0	1.0
132	1170.01932141	1288.47023963	1.0	1.0
133	1152.26489825	1269.38333845	1.0	1.0
134	1134.94424736	1250.74665391	1.0	1.0
135	1118.04673556	1232.54935008	1.0	1.0
136	1101.56199039	1214.78085425	1.0	1.0
137	1085.47989369	1197.43085049	1.0	1.0
138	1069.79057541	1180.48927341	1.0	1.0
139	1054.48440746	1163.94630199	1.0	1.0
140	1039.55199781	1147.79235369	1.0	1.0
141	1024.98418471	1132.01807856	1.0	1.0
142	1010.77203101	1116.6143536	1.0	1.0
143	996.906818694	1101.57227722	1.0	1.0
144	983.380043459	1086.88316383	1.0	1.0
145	970.183409509	1072.53853856	1.0	1.0
146	957.308824428	1058.53013216	1.0	1.0
147	944.748394194	1044.84987593	1.0	1.0
148	932.494418311	1031.48989686	1.0	1.0
149	920.539385069	1018.44251286	1.0	1.0
150	908.875966911	1005.70022808	1.0	1.0
151	897.497015918	993.255728412	1.0	1.0
152	886.395559402	981.101876997	1.0	1.0
153	875.564795615	969.231709959	1.0	1.0
154	864.998089551	957.63843216	1.0	1.0
155	854.68896886	946.315413094	1.0	1.0
156	844.631119863	935.256182874	1.0	1.0
157	834.818383655	924.454428314	1.0	1.0
158	825.244752316	913.903989115	1.0	1.0
159	815.904365204	903.598854139	1.0	1.0
160	806.791505348	893.533157769	1.0	1.0
161	797.900595925	883.701176372	1.0	1.0
162	789.226196821	874.097324832	1.0	1.0
163	780.76300128	864.716153183	1.0	1.0
164	772.505832638	855.552343312	1.0	1.0
165	764.449641129	846.600705749	1.0	1.0
166	756.589500776	837.856176536	1.0	1.0
167	748.920606355	829.31381417	1.0	1.0
168	741.438270436	820.968796619	1.0	1.0
169	734.137920493	812.816418419	1.0	1.0
170	727.01509609	804.852087829	1.0	1.0
171	720.065446128	797.07132407	1.0	1.0
172	713.284726171	789.469754619	1.0	1.0
173	706.668795825	782.043112577	1.0	1.0
174	700.213616192	774.787234098	1.0	1.0
175	693.915247377	767.698055883	1.0	1.0
176	687.769846066	760.771612732	1.0	1.0
177	681.773663154	754.004035158	1.0	1.0
178	675.923041439	747.391547059	1.0	1.0
179	670.214413365	740.930463448	1.0	1.0
180	664.644298827	734.617188233	1.0	1.0
181	659.209303028	728.448212062	1.0	1.0
182	653.906114384	722.420110207	1.0	1.0
183	648.73150249	716.529540513	1.0	1.0
184	643.682316121	710.773241385	1.0	1.0
185	638.7554813	705.148029834	1.0	1.0
186	633.9479994	699.650799565	1.0	1.0
187	629.256945295	694.278519113	1.0	1.0
188	624.679465564	689.028230026	1.0	1.0
189	620.212776725	683.897045089	1.0	1.0
190	615.85416353	678.882146596	1.0	1.0
191	611.600977283	673.98078466	1.0	1.0
192	607.450634217	669.190275565	1.0	1.0
193	603.400613895	664.508000162	1.0	1.0
194	599.448457663	659.931402299	1.0	1.0
195	595.591767131	655.457987292	1.0	1.0
196	591.8282027	651.085320433	1.0	1.0
197	588.155482119	646.811025534	1.0	1.0
198	584.571379076	642.632783507	1.0	1.0
199	581.073721834	638.548330977	1.0	1.0
200	577.660391885	634.555458934	1.0	1.0
201	574.329322651	630.65201141	1.0	1.0
202	571.078498208	626.835884194	1.0	1.0
203	567.905952047	623.105023577	1.0	1.0
204	564.809765861	619.457425127	1.0	1.0
205	561.78806836	615.891132494	1.0	1.0
206	558.839034126	612.404236243	1.0	1.0
207	555.960882482	608.994872721	1.0	1.0
208	553.151876399	605.661222942	1.0	1.0
209	550.410321424	602.401511508	1.0	1.0
210	547.734564638	599.214005552	1.0	1.0
211	545.122993635	596.097013707	1.0	1.0
212	542.574035533	593.048885103	1.0	1.0
213	540.086156002	590.068008381	1.0	1.0
214	537.65785832	587.152810742	1.0	1.0
215	535.287682451	584.301757011	1.0	1.0
216	532.974204147	581.513348726	1.0	1.0
217	530.716034069	578.786123248	1.0	1.0
218	528.51181693	576.118652897	1.0	1.0
219	526.360230665	573.509544105	1.0	1.0
220	524.259985612	570.957436587	1.0	1.0
221	522.209823721	568.461002544	1.0	1.0
222	520.208517777	566.018945869	1.0	1.0
223	518.254870644	563.630001386	1.0	1.0
224	516.347714529	561.292934099	1.0	1.0
225	514.485910262	559.006538463	1.0	1.0
226	512.668346597	556.769637676	1.0	1.0
227	510.893939522	554.581082979	1.0	1.0
228	509.161631596	552.439752981	1.0	1.0
229	507.470391296	550.344552998	1.0	1.0
230	505.819212382	548.294414407	1.0	1.0
231	504.207113278	546.288294018	1.0	1.0
232	502.633136465	544.32517346	1.0	1.0
233	501.096347895	542.40405858	1.0	1.0
234	499.595836412	540.523978859	1.0	1.0
235	498.130713194	538.683986844	1.0	1.0
236	496.700111203	536.883157589	1.0	1.0
237	495.303184652	535.120588114	1.0	1.0
238	493.939108485	533.395396873	1.0	1.0
239	492.607077867	531.706723239	1.0	1.0
240	491.306307692	530.053727	1.0	1.0
241	490.036032093	528.435587866	1.0	1.0
242	488.795503977	526.851504987	1.0	1.0
243	487.583994562	525.300696491	1.0	1.0
244	486.400792926	523.782399019	1.0	1.0
245	485.245205575	522.295867284	1.0	1.0
246	484.116556009	520.840373637	1.0	1.0
247	483.01418431	519.415207637	1.0	1.0
248	481.937446734	518.019675642	1.0	1.0
249	480.885715316	516.653100404	1.0	1.0
250	479.858377481	515.314820671	1.0	1.0
251	478.854835668	514.004190807	1.0	1.0
252	477.874506962	512.720580414	1.0	1.0
253	476.916822733	511.463373966	1.0	1.0
254	475.981228292	510.231970453	1.0	1.0
255	475.067182541	509.02578303	1.0	1.0
256	474.174157644	507.844238677	1.0	1.0
257	473.301638705	506.686777871	1.0	1.0
258	472.449123445	505.552854255	1.0	1.0
259	471.616121895	504.441934329	1.0	1.0
260	470.802156097	503.353497136	1.0	1.0
261	470.006759804	502.287033965	1.0	1.0
262	469.229478199	501.242048055	1.0	1.0
263	468.469867611	500.21805431	1.0	1.0
264	467.727495241	499.214579017	1.0	1.0
265	467.001938902	498.231159576	1.0	1.0
266	466.292786749	497.267344232	1.0	1.0
267	465.599637033	496.322691817	1.0	1.0
268	464.922097852	495.396771493	1.0	1.0
269	464.259786909	494.489162509	1.0	1.0
270	463.612331273	493.599453958	1.0	1.0
271	462.979367158	492.727244539	1.0	1.0
272	462.36053969	491.872142331	1.0	1.0
273	461.755502694	491.033764566	1.0	1.0
274	461.163918478	490.211737413	1.0	1.0
275	460.585457628	489.405695761	1.0	1.0
276	460.019798802	488.615283014	1.0	1.0
277	459.466628533	487.840150885	1.0	1.0
278	458.925641037	487.079959199	1.0	1.0
279	458.396538024	486.3343757	1.0	1.0
280	457.879028515	485.60307586	1.0	1.0
281	457.372828662	484.885742697	1.0	1.0
282	456.877661573	484.182066594	1.0	1.0
283	456.393257141	483.491745122	1.0	1.0
284	455.919351882	482.814482872	1.0	1.0
285	455.455688764	482.149991286	1.0	1.0
286	455.00201706	481.497988491	1.0	1.0
287	454.558092184	480.858199148	1.0	1.0
288	454.123675544	480.230354286	1.0	1.0
289	453.698534397	479.61419116	1.0	1.0
290	453.282441704	479.009453095	1.0	1.0
291	452.875175987	478.415889349	1.0	1.0
292	452.476521199	477.833254967	1.0	1.0
293	452.086266586	477.261310645	1.0	1.0
294	451.70420656	476.699822597	1.0	1.0
295	451.330140569	476.148562421	1.0	1.0
296	450.963872979	475.607306975	1.0	1.0
297	450.605212948	475.075838251	1.0	1.0
298	450.253974312	474.553943251	1.0	1.0
299	449.909975467	474.041413872	1.0	1.0
300	449.573039263	473.538046787	1.0	1.0
